,abs_mean,rms,sf,max_peak,crfac,median,var,sk,kurt,upper,low,class,combo
1011,0.5928895201747955,0.5941912406620599,1.0021955532067435,0.7525864424921231,1.266572764777845,0.5894558277847061,0.0015452473464129756,0.011769299389436133,3.0994291767208724,0.627996737219666,0.5670309682801514,1,01
1012,0.5935974193278502,0.5964094241134565,1.0047372254225608,0.7968287089386275,1.3360431219259952,0.5896944785306721,0.0033463049386598404,0.04769633060520101,3.098985001525467,0.6291781528085055,0.5574181233338207,1,01
1013,0.5937253335060784,0.5961158553491597,1.0040263093187631,0.7742960974789583,1.2989020347822053,0.5966875927302329,0.002844341351754708,-0.00801240569501797,2.8984499393474503,0.6290517130388635,0.5580501124113078,1,01
1014,0.593900005650359,0.5967153130741015,1.0047403727849094,0.8246714920225768,1.3820183158600576,0.597193133076603,0.0033519481456267767,-0.06107427063615177,3.5752075257773686,0.628975759312226,0.5577030707562721,1,01
1015,0.5937349616148592,0.5981160405099037,1.0073788460816402,0.8756771575355418,1.4640589755610176,0.5895403886347756,0.005221593271447767,0.07171045116502943,3.480379164362441,0.6385337785133285,0.5463654213752219,1,01
1016,0.5918347766951609,0.5967755113852534,1.0083481655432311,0.8882041041265071,1.4883387256705303,0.5894824794629401,0.0058726080833205055,-0.3350209960842614,5.598020903980561,0.6401746737047942,0.545255436168555,1,01
1017,0.5932021071034387,0.6003303282262578,1.0120165134908667,0.9070235999477868,1.5108741925927485,0.5898292715991532,0.008507763116285143,0.026745729408277928,3.195805059985502,0.6579165278580741,0.5287875158539328,1,01
1018,0.593718594011138,0.600464342310174,1.011361861270778,1.0,1.6653778243562098,0.5974146392965458,0.008055657511427389,0.008895688099054548,3.5137695760511507,0.6504690010122021,0.535596470537121,1,01
1021,0.5394510049629014,0.5441469041568195,1.0087049595806037,0.9140507002472296,1.679786640821917,0.5426721667641388,0.005088466547966776,-0.038715868617083815,3.8025907973091804,0.5854069673281527,0.49097527647899886,1,02
1022,0.5383619087051932,0.5461121212446282,1.014395915487548,0.8849768156496299,1.620503887796347,0.5418936885765224,0.00840490422560696,-0.09453386343308388,3.7743876653359103,0.5961869401681488,0.481202086965936,1,02
1023,0.5380372549890993,0.5456379850454589,1.014126772794783,0.9498712513849276,1.7408451710080093,0.5347423187902256,0.008236722968263546,0.028578063608402347,4.171252330179436,0.5959965042180364,0.48012744338544183,1,02
1024,0.5374821825567287,0.5440824565291438,1.0122799865495418,0.9660601890463084,1.7755768035769435,0.5405399934312207,0.0071386229368411,-0.16849244372485725,4.316840041237235,0.5945471203085588,0.48073989366303516,1,02
1025,0.5401316699913388,0.5482090075874628,1.0149543862078179,0.9791114262982759,1.7860184943095188,0.5418931175637639,0.00879089507240061,0.15219455266346435,3.4111230343719208,0.5973196677614343,0.479183241430701,1,02
1026,0.5389958038115413,0.5458764689015281,1.0127657117946554,0.8307631458450206,1.5218885465364949,0.542456770654162,0.007464642773950157,-0.04096060545377747,2.9553482732698564,0.5972663985825593,0.4797715200153907,1,02
1027,0.5376845737156404,0.5448059851612865,1.0132445894745203,1.0,1.8355158115672243,0.5342154319140735,0.007708860655789746,0.07596088749586892,3.868576409778361,0.5958375800988804,0.48041247192017167,1,02
1028,0.5388626376719166,0.5463540794534885,1.0139023217752443,0.8929558109138991,1.6343903056551023,0.5419037864702639,0.008129837856731926,0.0061033305856070036,3.5671177958290765,0.5960085737566285,0.48037129436200526,1,02
1031,0.4934425837302512,0.5005129500753267,1.0143286505425333,0.9311114379350648,1.8603143790683807,0.4902500248729251,0.007027629754720469,0.12556120987746125,3.8852097449178924,0.5446614077536974,0.4424729148326736,1,03
1032,0.49101303695641296,0.49869192370745696,1.0156388653112802,0.7854528549710372,1.5750262188561133,0.4895504881149705,0.00759983230988283,-0.09165945950885032,3.158603810924865,0.5525148495689579,0.4330799133294046,1,03
1033,0.49317030988704397,0.5017001153769528,1.0172958617315437,0.8091360659776474,1.6127882796472996,0.4905844995154671,0.008486051215164209,-0.051304016936843395,3.546220135770356,0.5528978332643768,0.43341718262585177,1,03
1034,0.4921200772256269,0.49896490020106604,1.013908847235064,0.8000834175233213,1.6034863718889139,0.4973902663658618,0.006783801224102138,-0.08030887820822322,3.365517211014403,0.5443565087264213,0.4412581041955759,1,03
1035,0.4936111734101466,0.500751982709626,1.014466466085333,0.8757341681832507,1.7488381442736451,0.4979136058483026,0.007100557672279712,-0.10617776417608107,3.8377940414292957,0.5454795622510912,0.4415734695926885,1,03
1036,0.49313958321025697,0.49969873942840376,1.0133008106456345,0.9218839804849092,1.8448795398992508,0.4897540617198809,0.006512181657550866,0.0903213953024787,3.9696702998196867,0.5432851098958604,0.44242538366519324,1,03
1037,0.49478301872205277,0.5035784675905032,1.0177763757761285,0.9212948911304224,1.8294961965681091,0.498175819165565,0.008781037405094222,-0.07003926367526529,3.9303988401407848,0.5544447632205377,0.4349227155433115,1,03
1038,0.4922416278455329,0.5003085318025687,1.0163880978379327,1.0,1.998766633855085,0.4895758512171965,0.008006806810422038,0.005558759431149356,4.358129054665519,0.5451972269414209,0.4338083935053587,1,03
1041,0.5555245999644748,0.5609114940528189,1.0096969496736754,0.8700900587589473,1.5512073972173124,0.5592213991406935,0.006014122994874841,-0.07350277032287339,3.6981872956813353,0.6047827160172232,0.5058262330129243,1,04
1042,0.5526759269173068,0.5582465321265981,1.0100793339061516,0.9464486673868052,1.695395515994305,0.550012303892344,0.00618851043746914,0.21891707452057307,3.9073428727982797,0.6032127670436158,0.5046284297136183,1,04
1043,0.5542049594937292,0.5605103767687806,1.0113774104093394,0.9912174399265852,1.7684194280946883,0.551052797701151,0.007028745338035482,0.04108518782223043,4.357664724743035,0.6049938953666312,0.5044517951439956,1,04
1044,0.5570368138741795,0.5621842222981641,1.0092406970163865,0.8919600498551996,1.5865974434660195,0.5593996002532506,0.005761087789897616,-4.365274226064105e-05,4.195238740813161,0.6044725566583469,0.5069464108623696,1,04
1045,0.5545841960787141,0.5606962022732963,1.011020880576472,1.0,1.7834970095134992,0.5589540635033866,0.006816600703426099,-0.14808100884116912,5.069648267216787,0.6053405064314177,0.5050257382415566,1,04
1046,0.5558346570968723,0.5614807494273127,1.0101578630593673,0.9886971153262906,1.7608744669068725,0.559267516300281,0.006308465947457993,0.1449110654157509,4.0417926380626135,0.6043957510542832,0.5054506706982693,1,04
1047,0.5542646852498081,0.5578881711222894,1.0065374648050114,0.8024141832028522,1.4383065007251472,0.5512040002982223,0.004029870163103682,-0.028807090441228256,3.305691011604928,0.5947534391512082,0.5148661816897762,1,04
1048,0.5558806979906961,0.5609098213596521,1.0090471271751915,0.8157149972862408,1.4542711969438116,0.5597140774472066,0.005616477299094371,-0.15387786433002884,3.328824179565295,0.6046560540618567,0.5060333045625094,1,04
1051,0.5640087499819264,0.5677768511330521,1.0066809267608816,0.9124064251676228,1.6069806709217362,0.5687209571767907,0.004264682626386557,-0.15869592675287528,3.9619885287697945,0.6019166603113466,0.5205363664118596,1,05
1052,0.5658689244984683,0.5697740255902819,1.0069010700583616,0.8129036088238143,1.4267122970052064,0.5691926359489311,0.004434800524305314,-0.07087898245352862,3.3760466021710904,0.6092474860818724,0.5208524894093377,1,05
1053,0.5644221219092211,0.5690850987387229,1.008261506146727,0.8709992521642197,1.5305254945080031,0.5680719472067134,0.005285517905952574,-0.009055881758936749,3.6622758988849964,0.6098467172609081,0.5188607542308019,1,05
1054,0.5638451340714669,0.568906246664505,1.0089760685819744,0.9013981645171496,1.5844406170648389,0.5609301507785607,0.005732982277823483,0.1158242394973881,3.442736582586878,0.6111684839866759,0.5113466952309185,1,05
1055,0.5636094437409392,0.5682000510687307,1.0081450149190572,0.9309138100398312,1.638355731029714,0.5606513350579064,0.0051956929605391595,0.2573137036361079,4.126927299170815,0.6088254393369743,0.5187440923717717,1,05
1056,0.5644727082158741,0.5689238324058918,1.0078854550897356,0.8564249637466101,1.5053420422289572,0.5672127860950887,0.005044888758845085,-0.011981747149225761,3.411218601524931,0.6099749528796552,0.5187073570408548,1,05
1057,0.5632634194800253,0.5695486277120122,1.0111585592364387,1.0,1.7557763311926409,0.5673191884103682,0.007119959604306526,0.029861994838284937,5.4691515974408285,0.610685670046038,0.5107320392486016,1,05
1058,0.5665176032392527,0.5723029134548147,1.0102120572820377,0.9712645450343672,1.6971161987821193,0.5689612542116221,0.0065884299689229955,-0.032540062843254176,3.776881260944048,0.6193669304399856,0.5177630096796064,1,05
1061,0.4919333810645325,0.4997361347337288,1.0158614031280238,0.8127703379804196,1.6263989763587594,0.4877693061390909,0.00773775295302371,-0.04070168623960416,3.633894220790917,0.5483589390528625,0.4382786912423936,1,06
1062,0.49304256761410525,0.5008477120470998,1.0158305690941953,0.9399843532009536,1.8767867569145598,0.4988081693103688,0.007757457183304134,-0.007145931866161522,3.8182342271514345,0.5485334606892368,0.43797049949208344,1,06
1063,0.493117029008796,0.5022272639069745,1.0184747927210924,1.0,1.9911304540114054,0.4994219682612207,0.009067820313024576,-0.17240518307197344,3.907752624189155,0.5509252295283371,0.437000024154468,1,06
1064,0.4913625959009709,0.5001304217602172,1.0178439016978273,0.8963892864749134,1.7923110602231649,0.499878248824425,0.008693238119511804,-0.2112559086378746,3.6635111647023133,0.548878170284493,0.43714949398427283,1,06
1065,0.49356080752303616,0.5045982296720707,1.0223628415806079,0.8619753855132359,1.7082410021006578,0.4896929897785769,0.011017102665395516,0.0808912445933674,3.3627817611632596,0.5613788008461016,0.4232892679426967,1,06
1066,0.4928836035678906,0.5038119433109526,1.0221722525642034,0.8776541040880509,1.7420271903843356,0.499248616762139,0.010892227556688042,-0.015828330905912232,3.294408379869243,0.5624271479886459,0.42321532789668365,1,06
