,0,1,2,3,4,5,6,7,8,9,10,11,12,13,class,combo
1011,0.2523128058462606,0.16421945463187204,0.10585778478323199,0.14057892954615184,0.06278394298933007,0.061096938702388984,0.05635407758133213,0.03983860173435973,0.030837751855480974,0.027525908550986425,0.022508279744310702,0.017128753329209306,0.01181088768755535,0.00698346753524587,1,01
1012,0.24157584508799196,0.15306985461732256,0.08685510613755448,0.16637188313343984,0.06985476048613479,0.06059055169794038,0.0564313668704691,0.04373962789226317,0.03428681665093192,0.02659160698789901,0.024738452157817913,0.017147601765240706,0.011228474483322166,0.007231260036395456,1,01
1013,0.25140975335870286,0.13317605081235911,0.09699680295596676,0.15596936487736496,0.06942399444408962,0.06485744162809734,0.055989215848222536,0.04017808815752288,0.033814793261259773,0.031214472676356915,0.028700694959744224,0.018272259316577194,0.011561580000087855,0.008214247157765149,1,01
1014,0.21760790654391995,0.1754888629219673,0.09680911109189459,0.15737180190679756,0.06565243289490169,0.06124782524032041,0.06310632254254739,0.0422543093542836,0.03540882253711371,0.025043455330652532,0.023002021567025046,0.016545790882493642,0.012685559798552369,0.007528283919170037,1,01
1015,0.2342494222679896,0.15343902735793333,0.09781644352475152,0.15245009660236292,0.07290482732438455,0.0578216588361213,0.05938620337157015,0.044347362242378945,0.03547724230402269,0.028725767075545285,0.02585657639136449,0.015887858048035317,0.0130748046943639,0.008271631697478724,1,01
1016,0.21660629304426307,0.16861204517054476,0.09608462125533149,0.14982620176056144,0.07145101974025618,0.06642845939061648,0.058336367646540925,0.04964563361703563,0.0338837517825117,0.028712486814307096,0.02417683471369349,0.015896432819022692,0.012528948561220997,0.007538047147458578,1,01
1017,0.2237962303345854,0.16176270261435574,0.09728340566039634,0.13433711233458026,0.07843769152753591,0.07160207039989956,0.0599935878630186,0.04576478968916529,0.03276283392892392,0.02745646722295465,0.027135705976457744,0.017753826621423434,0.013224390456081137,0.008371652411346827,1,01
1018,0.2005429728287469,0.15599211022265347,0.09328840305082922,0.16785166894631476,0.06930690386580421,0.06704348957838825,0.06539048902358555,0.041547759525935264,0.03755027404314983,0.031113865935359985,0.030224252348944793,0.016598429861325693,0.01427929207844179,0.008760599283034048,1,01
1021,0.07023311561653468,0.10139685520684169,0.12052836102942632,0.23824818216613497,0.12074535073672803,0.0682863728828389,0.02154468936238758,0.07605284992229229,0.07396941918146191,0.04495293873303406,0.039282053447447354,0.009425816967923922,0.007172386456331219,0.00787329467081236,1,02
1022,0.0632974271949204,0.1083173704946131,0.11933024539220635,0.22571322502654556,0.10780345123347955,0.07441584468424495,0.02814398813338094,0.08230181073281458,0.0703417137352609,0.0523316602262029,0.04562316081641543,0.00809927124158208,0.006761847544126038,0.007334766039040821,1,02
1023,0.07015142205331916,0.1035120822372462,0.11420924316142578,0.2308532051124329,0.10914279492686663,0.07514581046313702,0.02551258800790831,0.08407520082702147,0.06989470886938648,0.05466602054788215,0.037365364078901175,0.010543325897109759,0.006325039152916464,0.008271254749470198,1,02
1024,0.0737997738839248,0.1098028733274137,0.15741522910978667,0.214053627666424,0.11019049091294907,0.06993380959587736,0.02369284627305345,0.06497178995568427,0.07682899614367493,0.039316416101539214,0.03646167865192252,0.007667139914922493,0.006824411028469635,0.0087238502092883,1,02
1025,0.0844898399698314,0.11189730926930565,0.1111960091020452,0.218396530626303,0.1198150167681666,0.0673902561119311,0.023739212931226022,0.07906155690092043,0.0723854472346545,0.05026609181062526,0.04138519585830241,0.007742873900883896,0.006049473427941391,0.005975063506152693,1,02
1026,0.07320450353186451,0.10775657439738809,0.1244707897484065,0.213940764954975,0.11056443946438055,0.07266841772314989,0.024294081256428235,0.08086976719721205,0.07015528482909282,0.053199776468721205,0.04357203351703604,0.009482373446966928,0.006308151624593456,0.009230422532688798,1,02
