,abs_mean,rms,sf,max_peak,crfac,median,var,sk,kurt,upper,low,class,combo
1011,0.3047076979674247,0.4575276394046649,1.5015296379337868,0.9966826070408399,2.1784096111389544,0.06155789006158063,0.11648475961859743,0.9104377138262476,2.2506803265934514,0.5364470858253196,0.03867949911392529,1,01
1012,0.3044841989717205,0.4579354297826447,1.5039710806969533,0.9942541416542116,2.171166668903793,0.06152443791863745,0.11699423042676514,0.9152035635645872,2.2511440517511416,0.5295714607805779,0.03868176622428216,1,01
1013,0.327529348575967,0.4751820082520463,1.450807417161375,1.0,2.1044567821043834,0.1796988948539333,0.11852246678785194,0.8076960788327853,2.096826008625444,0.6327521875595488,0.03881598857486436,1,01
1014,0.3002599771192934,0.44386152663204476,1.4782573784573971,0.9956878144949872,2.2432397375148017,0.1667142814444714,0.10685700096445039,0.9334904884466997,2.3840360548628774,0.513586564497871,0.03877229258957823,1,01
1015,0.30635067925717,0.4567627788630672,1.4909801407021912,0.9909168343648548,2.169434288913286,0.1510718085346365,0.11478149747338187,0.9153262948084395,2.2822709431830344,0.524551683559842,0.03871166053196144,1,01
1016,0.3091177173956473,0.4557108135000123,1.4742306501854014,0.9931913577052404,2.1794333781048483,0.16587172282127455,0.11211858233294739,0.8858694256355056,2.264537833758705,0.5262236035877433,0.03873133002107506,1,01
1017,0.3056526829481163,0.44548855241035273,1.45749923774094,0.9919354653979084,2.2266239166662296,0.1775308952377084,0.10503648773528898,0.9093229256386627,2.3672001955737816,0.5111117136785168,0.03881150772876779,1,01
1018,0.2769131028115725,0.41391306866645955,1.4947399182772136,0.996179309861824,2.4067355811482427,0.15199845699455347,0.09464316190415215,1.0508640849359379,2.71016259,0.49035293657575846,0.03872401255605638,1,01
1021,0.4884740798102088,0.4979527670384478,1.0194046882322227,0.8981369109102317,1.8036588414838248,0.4904031079616965,0.009350031554816621,-0.02390417256358267,3.7105903404863962,0.5491872594601105,0.42756568330397415,1,02
1022,0.4884343475601269,0.49693061776189723,1.0173949073078332,1.0,2.012353363340447,0.4855161089255674,0.008371926992734709,-0.004708697610581673,4.504713398731156,0.5434753853052045,0.4330397876277698,1,02
1023,0.4887699421946158,0.4963271520393,1.0154616910580707,0.8844778278199303,1.7820460238489952,0.486545225521564,0.007444585458514776,0.00227266825001695,3.4757349709048517,0.5432499848234358,0.4335589151996635,1,02
1024,0.4882888247150518,0.49731987087366053,1.018495295615006,0.8410002664745941,1.691065078491992,0.4857768039862462,0.00890107762418651,0.011840120311826957,3.5749676598781766,0.5484344245551593,0.4318748417039434,1,02
1025,0.48726987924555304,0.4969759835360248,1.0199193603050118,0.8721465007680358,1.754906735256384,0.4907964383366783,0.009553192991623764,-0.08522769419358996,3.336585504376282,0.549644647528905,0.42143176908921176,1,02
1026,0.4879975973448985,0.49788018436899784,1.0202513026249895,0.8973260130202858,1.8022930841434002,0.4907536366596544,0.00974302297291263,-0.017210590241853008,4.0064186450163985,0.5485693795221932,0.4268449379903761,1,02
1027,0.4877743094812546,0.49525416368960906,1.015334662082366,0.8649901003253031,1.746557956991592,0.4903353137584355,0.007352909661978204,0.04173577652262233,3.8858218000381113,0.5372248196129356,0.43358901962245944,1,02
1028,0.4870614439781368,0.4991908436673694,1.0249032228668402,0.8533647457012052,1.7094959904149123,0.4855969782472934,0.011962648191274081,-0.007151610680828693,3.1046250308009493,0.5610019961479679,0.4145277824541388,1,02
1031,0.44628516749496017,0.44936194649865824,1.006894199556235,0.7803864462411159,1.736654499389049,0.4475743018730296,0.0027557082350584566,0.11595843054502958,4.663713278967281,0.47837814025297154,0.413835801469172,1,03
1032,0.4459946581271286,0.45051438656787524,1.010134041649123,0.8188458386089377,1.8175797777449423,0.4444911719611657,0.004051977426694391,0.2338383134014738,5.505647415840063,0.48257430445255806,0.4098762205112358,1,03
1033,0.445974007492313,0.44980237868778755,1.008584292203488,0.7232100783791079,1.6078396038921248,0.4449822857915878,0.003429364514437312,0.02440854723583689,3.538323923303146,0.48339160724285146,0.40626798976409123,1,03
1034,0.4457438082165532,0.44999911605614956,1.0095465326969366,0.7498797848888981,1.6664027953231142,0.4447278735248956,0.0038116618879192876,-0.05059755021194582,5.311486870643692,0.4796994376158817,0.40970637313464986,1,03
1035,0.4463703856211272,0.4511936188363111,1.010805450743495,0.6688701216502361,1.48244588071822,0.4484992865981302,0.004329160519052564,-0.09590886042943549,3.528703976821975,0.4875626370987556,0.40543274555115727,1,03
1036,0.4470487167700931,0.4507583464758945,1.0082980435166067,0.6938370537481604,1.5392661260134095,0.4481260799123108,0.003330531751896888,0.0008839911048329323,3.7685364566180333,0.48310236203017,0.4102841754522977,1,03
1037,0.4456046994644883,0.45120750671722654,1.012573492289178,0.8107775925928049,1.7969062582571844,0.4446798920095594,0.0050246659331397115,0.07261407586098595,3.6597449799371478,0.49103078697955344,0.40108830184618804,1,03
1038,0.4461747833010759,0.4513059182967201,1.0115002801316582,1.0,2.215791904024024,0.44484592925509775,0.004605094635884189,0.33606193188052647,9.161341409237151,0.48342001992619427,0.40634314308670555,1,03
1041,0.3363707404613457,0.33754672955064596,1.0034961099401434,0.4510882864626303,1.3363728543989593,0.3359133026309191,0.0007925195918229557,-0.05227468665037195,3.3362133012036637,0.3547297974665049,0.31846281652097597,1,04
1042,0.33659198503135723,0.3377890800935884,1.0035565168377958,0.4542775866128168,1.3448557498867457,0.33542430442347176,0.0008072982431227975,0.0008226510713818706,3.3969533022641283,0.35468163375788186,0.3184585212393887,1,04
1043,0.33650881902388896,0.337827736807216,1.0039194152092443,0.4791115001082907,1.4182124435262085,0.3378591902293116,0.0008893944754327079,-0.15086677373593754,4.4451022704777206,0.35486023625870144,0.3183439220641481,1,04
1044,0.3366526447937128,0.3378855936765876,1.003662376939383,0.4595687853209304,1.360131340079606,0.33769999022073244,0.0008316711675782785,0.023883542119312713,3.4322507302233416,0.3547729779060135,0.3182832821345035,1,04
1045,0.3366699623117769,0.33805152626319773,1.0041036151307772,0.4844073443968491,1.4329393798379206,0.3359230264966177,0.0009321708858638714,-0.006115344171734097,3.992614825000591,0.356966326457448,0.31793250302173826,1,04
1046,0.3365051035119517,0.3381602392459229,1.004918605146541,0.4684318339271893,1.3852362861221184,0.33764495923186266,0.0011166627172705887,-0.06655455706298215,3.3708024391132123,0.3578210468483184,0.3153130008154396,1,04
1047,0.3364095350514161,0.33807485907459384,1.0049502878178624,0.4992881813210552,1.4768568792360002,0.3356145017358021,0.0011232350647953303,0.0023856181323570237,4.208738512815741,0.35718196152253123,0.3157719787779282,1,04
1048,0.33672696028837124,0.33918330482090664,1.0072947664494456,1.0,2.9482583186929365,0.337908106755766,0.0016602684841853467,1.0704609308778898,28.712442309775327,0.35759679369482095,0.31574355393926223,1,04
1051,0.5086751808727837,0.5139215626264427,1.010313815084623,0.8220271106241369,1.5995186238598218,0.5076288364586813,0.005364932896446243,0.004064556957243103,3.7305141652457143,0.5543280035453009,0.46317247889963825,1,05
1052,0.508405440928134,0.5134880353844513,1.0099971283687261,0.7790279426817233,1.5171296875465867,0.5070368998758792,0.005193870117652176,0.061389136172557646,3.5306080980774315,0.5541301138338978,0.4634552755697753,1,05
1053,0.5087964043336258,0.5180390897136528,1.018165783604804,0.9267203329324736,1.7889003963865358,0.5113714871356874,0.009490717408521294,-0.07571684317306929,4.125360256115996,0.5680170316026658,0.45334966954979544,1,05
1054,0.5084276365014596,0.5188835093644273,1.020565115096645,0.9986068448196233,1.9245299316657836,0.506994764337881,0.010741434731886665,0.006260991718982301,4.589812619251485,0.5684895234635826,0.44933007238300393,1,05
1055,0.508586620438744,0.5184970622369194,1.0194862416742814,1.0000000000000002,1.9286512361049124,0.50733121695658,0.010178853059013842,-0.07555957867450735,4.162721812762002,0.5737130816923272,0.4445672179171357,1,05
1056,0.5091960110217831,0.5187081442388277,1.0186806907578811,0.9890000803597512,1.906660019404646,0.5114044891746135,0.009777561259194817,0.001715590818562321,3.2403691597663355,0.5746972517510874,0.4442283321144562,1,05
1057,0.5088221387558183,0.5173459193446532,1.0167519845140336,0.9030002521311188,1.7454477137366664,0.5076807896702077,0.008746831374519036,-0.04085688592378933,3.4860376399132984,0.5692573821153095,0.4492438756761885,1,05
